"Tanggal","Hari","Nama Produk","Stok","Terjual"
"7/12/2025","Minggu","GETUK BASAH 1/4KG","67","7"
"7/12/2025","Minggu","SMALL ORI","36","30"
"7/12/2025","Minggu","SMALL RAWIT","116","40"
"7/12/2025","Minggu","SMALL PINK","95","54"
"7/12/2025","Minggu","SMALL FREE MAN","59","5"
"7/12/2025","Minggu","SMALL YELLOW","49","18"
"7/12/2025","Minggu","MEDIUM ORI","56","52"
"7/12/2025","Minggu","MEDIUM BAKAR","72","32"
"7/12/2025","Minggu","MEDIUM RAWIT","83","35"
"7/12/2025","Minggu","MEDIUM PINK","47","22"
"7/12/2025","Minggu","MEDIUM FREE MAN","67","30"
"7/12/2025","Minggu","MEDIUM YELLOW","116","47"
"7/12/2025","Minggu","JUMBO ORI","68","63"
"7/12/2025","Minggu","JUMBO RAWIT","32","19"
"7/12/2025","Minggu","JUMBO PINK","33","10"
"7/12/2025","Minggu","JUMBO BAKAR","103","43"
"7/12/2025","Minggu","JUMBO FREE MAN","102","71"
"7/12/2025","Minggu","JUMBO YELLOW","37","17"
"7/12/2025","Minggu","RAKSASA ORI","113","78"
"7/12/2025","Minggu","RAKSASA BAKAR","30","16"
"7/12/2025","Minggu","RAKSASA RAWIT","114","44"
"7/12/2025","Minggu","RAKSASA PINK","65","24"
"7/12/2025","Minggu","RAKSASA FREE MAN","60","10"
"7/12/2025","Minggu","RAKSASA YELLOW","89","41"
"7/12/2025","Minggu","SUPER JUMBO ORI","106","68"
"7/12/2025","Minggu","SUPER JUMBO BAKAR","99","29"
"7/12/2025","Minggu","SUPER JUMBO RAWIT","47","22"
"7/12/2025","Minggu","SUPER JUMBO PINK","105","64"
"7/12/2025","Minggu","SUPER JUMBO FREE MAN","46","13"
"7/12/2025","Minggu","SUPER JUMBO YELLOW","71","38"
"7/12/2025","Minggu","GHOSTING","62","40"
"7/12/2025","Minggu","GHOSTING FIRE SMALL","79","53"
"7/12/2025","Minggu","GHOSTING FIRE BIG","113","86"
"7/12/2025","Minggu","GHOSTING GREEN","70","46"
"7/12/2025","Minggu","MOZARELLA","116","90"
"7/12/2025","Minggu","JAHAT ORI","112","70"
"7/12/2025","Minggu","JAHAT BAKAR","53","16"
"7/12/2025","Minggu","SMALL SADIS","81","43"
"7/12/2025","Minggu","MEDIUM SADIS","61","31"
"7/12/2025","Minggu","JUMBO SADIS","107","53"
"7/12/2025","Minggu","SUPER JUMBO SADIS","74","34"
"7/12/2025","Minggu","RAKSASA SADIS","116","55"
"7/12/2025","Minggu","MEGA SADIS","101","62"
"7/12/2025","Minggu","MEGA ORI","105","48"
"7/12/2025","Minggu","Dage SACU varian","102","40"
"7/12/2025","Minggu","Dage SACU Ori","87","45"
"7/12/2025","Minggu","Mendoan SACU Ori","97","60"
"7/12/2025","Minggu","Mendoan SACU Varian","57","26"
"7/12/2025","Minggu","Mendoan Sacu Bakar","82","47"
"7/12/2025","Minggu","FREE MAN BIG","79","23"
"7/12/2025","Minggu","SACU JUMBO","46","27"
"7/12/2025","Minggu","SACU JUMBO SADIS","45","17"
"8/12/2025","Senin","GETUK ORI 1 KG","66","66"
"8/12/2025","Senin","GETUK ORIGINAL 1/2KG","32","16"
"8/12/2025","Senin","GETUK ORIGINAL 1/4KG","101","66"
"8/12/2025","Senin","GETUK RASA/MIX 1 KG","61","36"
"8/12/2025","Senin","GETUK RASA/MIX 1/2KG","105","69"
"8/12/2025","Senin","GETUK RASA/MIX 1/4KG","71","21"
"8/12/2025","Senin","GETUK RASA DURIAN 1KG","96","30"
"8/12/2025","Senin","GETUK RASA DURIAN 1/2KG","105","25"
"8/12/2025","Senin","GETUK RASA DURIAN 1/4KG","37","9"
"8/12/2025","Senin","GETUK BASAH 1/2KG","65","26"
"8/12/2025","Senin","GETUK BASAH 1/4KG","101","25"
"8/12/2025","Senin","SMALL ORI","59","35"
"8/12/2025","Senin","SMALL RAWIT","95","37"
"8/12/2025","Senin","SMALL PINK","88","57"
"8/12/2025","Senin","SMALL FREE MAN","57","7"
"8/12/2025","Senin","SMALL YELLOW","115","36"
"8/12/2025","Senin","MEDIUM ORI","114","98"
"8/12/2025","Senin","MEDIUM BAKAR","101","30"
"8/12/2025","Senin","MEDIUM RAWIT","87","45"
"8/12/2025","Senin","MEDIUM PINK","99","42"
"8/12/2025","Senin","MEDIUM FREE MAN","64","22"
"8/12/2025","Senin","MEDIUM YELLOW","96","65"
"8/12/2025","Senin","JUMBO ORI","93","77"
"8/12/2025","Senin","JUMBO RAWIT","61","26"
"8/12/2025","Senin","JUMBO PINK","70","21"
"8/12/2025","Senin","JUMBO BAKAR","35","13"
"8/12/2025","Senin","JUMBO FREE MAN","54","37"
"8/12/2025","Senin","JUMBO YELLOW","117","53"
"8/12/2025","Senin","RAKSASA ORI","104","37"
"8/12/2025","Senin","RAKSASA BAKAR","66","41"
"8/12/2025","Senin","RAKSASA RAWIT","47","18"
"8/12/2025","Senin","RAKSASA PINK","84","37"
"8/12/2025","Senin","RAKSASA FREE MAN","34","4"
"8/12/2025","Senin","RAKSASA YELLOW","104","39"
"8/12/2025","Senin","SUPER JUMBO ORI","77","36"
"8/12/2025","Senin","SUPER JUMBO BAKAR","82","29"
"8/12/2025","Senin","SUPER JUMBO RAWIT","97","40"
"8/12/2025","Senin","SUPER JUMBO PINK","96","41"
"8/12/2025","Senin","SUPER JUMBO FREE MAN","66","43"
"8/12/2025","Senin","SUPER JUMBO YELLOW","30","14"
"8/12/2025","Senin","GHOSTING","41","15"
"8/12/2025","Senin","GHOSTING FIRE SMALL","117","17"
"8/12/2025","Senin","GHOSTING FIRE BIG","38","4"
"8/12/2025","Senin","GHOSTING GREEN","112","56"
"8/12/2025","Senin","MOZARELLA","104","14"
"8/12/2025","Senin","JAHAT ORI","40","16"
"8/12/2025","Senin","JAHAT BAKAR","34","18"
"8/12/2025","Senin","SMALL SADIS","90","38"
"8/12/2025","Senin","MEDIUM SADIS","117","42"
"8/12/2025","Senin","JUMBO SADIS","64","26"
"8/12/2025","Senin","SUPER JUMBO SADIS","76","22"
"8/12/2025","Senin","RAKSASA SADIS","113","64"
"8/12/2025","Senin","MEGA SADIS","86","32"
"8/12/2025","Senin","MEGA ORI","114","71"
"8/12/2025","Senin","Dage SACU varian","43","25"
"8/12/2025","Senin","Dage SACU Ori","113","68"
"8/12/2025","Senin","Mendoan SACU Ori","108","75"
"8/12/2025","Senin","Mendoan SACU Varian","67","29"
"8/12/2025","Senin","Mendoan Sacu Bakar","100","66"
"8/12/2025","Senin","FREE MAN BIG","77","22"
"8/12/2025","Senin","SACU JUMBO","97","31"
"8/12/2025","Senin","SACU JUMBO SADIS","78","45"
"9/12/2025","Selasa","GETUK ORI 1 KG","38","34"
"9/12/2025","Selasa","GETUK ORIGINAL 1/2KG","58","19"
"9/12/2025","Selasa","GETUK ORIGINAL 1/4KG","119","69"
"9/12/2025","Selasa","GETUK RASA/MIX 1 KG","81","50"
"9/12/2025","Selasa","GETUK RASA/MIX 1/2KG","62","35"
"9/12/2025","Selasa","GETUK RASA/MIX 1/4KG","119","79"
"9/12/2025","Selasa","GETUK RASA DURIAN 1KG","103","23"
"9/12/2025","Selasa","GETUK RASA DURIAN 1/2KG","63","10"
"9/12/2025","Selasa","GETUK RASA DURIAN 1/4KG","118","14"
"9/12/2025","Selasa","GETUK BASAH 1/2KG","50","27"
"9/12/2025","Selasa","GETUK BASAH 1/4KG","116","23"
"9/12/2025","Selasa","SMALL ORI","64","45"
"9/12/2025","Selasa","SMALL RAWIT","81","30"
"9/12/2025","Selasa","SMALL PINK","51","34"
"9/12/2025","Selasa","SMALL FREE MAN","74","19"
"9/12/2025","Selasa","SMALL YELLOW","75","22"
"9/12/2025","Selasa","MEDIUM ORI","42","31"
"9/12/2025","Selasa","MEDIUM BAKAR","97","45"
"9/12/2025","Selasa","MEDIUM RAWIT","45","24"
"9/12/2025","Selasa","MEDIUM PINK","59","35"
"9/12/2025","Selasa","MEDIUM FREE MAN","89","53"
"9/12/2025","Selasa","MEDIUM YELLOW","53","16"
"9/12/2025","Selasa","JUMBO ORI","118","100"
"9/12/2025","Selasa","JUMBO RAWIT","91","30"
"9/12/2025","Selasa","JUMBO PINK","64","43"
"9/12/2025","Selasa","JUMBO BAKAR","61","24"
"9/12/2025","Selasa","JUMBO FREE MAN","108","32"
"9/12/2025","Selasa","JUMBO YELLOW","56","18"
"9/12/2025","Selasa","RAKSASA ORI","75","38"
"9/12/2025","Selasa","RAKSASA BAKAR","62","42"
"9/12/2025","Selasa","RAKSASA RAWIT","70","22"
"9/12/2025","Selasa","RAKSASA PINK","38","22"
"9/12/2025","Selasa","RAKSASA FREE MAN","80","10"
"9/12/2025","Selasa","RAKSASA YELLOW","65","28"
"9/12/2025","Selasa","SUPER JUMBO ORI","69","42"
"9/12/2025","Selasa","SUPER JUMBO BAKAR","90","59"
"9/12/2025","Selasa","SUPER JUMBO RAWIT","112","62"
"9/12/2025","Selasa","SUPER JUMBO PINK","111","42"
"9/12/2025","Selasa","SUPER JUMBO FREE MAN","78","41"
"9/12/2025","Selasa","SUPER JUMBO YELLOW","60","31"
"9/12/2025","Selasa","GHOSTING","108","47"
"9/12/2025","Selasa","GHOSTING FIRE SMALL","49","10"
"9/12/2025","Selasa","GHOSTING FIRE BIG","69","13"
"9/12/2025","Selasa","GHOSTING GREEN","91","32"
"9/12/2025","Selasa","MOZARELLA","89","6"
"9/12/2025","Selasa","JAHAT ORI","108","46"
"9/12/2025","Selasa","JAHAT BAKAR","106","33"
"9/12/2025","Selasa","SMALL SADIS","103","31"
"9/12/2025","Selasa","MEDIUM SADIS","83","49"
"9/12/2025","Selasa","JUMBO SADIS","112","65"
"9/12/2025","Selasa","SUPER JUMBO SADIS","102","30"
"9/12/2025","Selasa","RAKSASA SADIS","116","61"
"9/12/2025","Selasa","MEGA SADIS","63","18"
"9/12/2025","Selasa","MEGA ORI","120","75"
"9/12/2025","Selasa","Dage SACU varian","95","58"
"9/12/2025","Selasa","Dage SACU Ori","54","25"
"9/12/2025","Selasa","Mendoan SACU Ori","36","21"
"9/12/2025","Selasa","Mendoan SACU Varian","77","40"
"9/12/2025","Selasa","Mendoan Sacu Bakar","46","25"
"9/12/2025","Selasa","FREE MAN BIG","68","11"
"9/12/2025","Selasa","SACU JUMBO","118","47"
"9/12/2025","Selasa","SACU JUMBO SADIS","83","58"
"10/12/2025","Rabu","GETUK ORI 1 KG","63","39"
"10/12/2025","Rabu","GETUK ORIGINAL 1/2KG","44","25"
"10/12/2025","Rabu","GETUK ORIGINAL 1/4KG","99","37"
"10/12/2025","Rabu","GETUK RASA/MIX 1 KG","30","26"
"10/12/2025","Rabu","GETUK RASA/MIX 1/2KG","98","52"
"10/12/2025","Rabu","GETUK RASA/MIX 1/4KG","47","18"
"10/12/2025","Rabu","GETUK RASA DURIAN 1KG","105","28"
"10/12/2025","Rabu","GETUK RASA DURIAN 1/2KG","90","6"
"10/12/2025","Rabu","GETUK RASA DURIAN 1/4KG","41","16"
"10/12/2025","Rabu","GETUK BASAH 1/2KG","85","44"
"10/12/2025","Rabu","GETUK BASAH 1/4KG","37","3"
"10/12/2025","Rabu","SMALL ORI","72","48"
"10/12/2025","Rabu","SMALL RAWIT","41","16"
"10/12/2025","Rabu","SMALL PINK","67","25"
"10/12/2025","Rabu","SMALL FREE MAN","66","18"
"10/12/2025","Rabu","SMALL YELLOW","81","42"
"10/12/2025","Rabu","MEDIUM ORI","104","67"
"10/12/2025","Rabu","MEDIUM BAKAR","112","39"
"10/12/2025","Rabu","MEDIUM RAWIT","77","43"
"10/12/2025","Rabu","MEDIUM PINK","100","36"
"10/12/2025","Rabu","MEDIUM FREE MAN","39","26"
"10/12/2025","Rabu","MEDIUM YELLOW","100","57"
"10/12/2025","Rabu","JUMBO ORI","99","80"
"10/12/2025","Rabu","JUMBO RAWIT","78","26"
"10/12/2025","Rabu","JUMBO PINK","110","69"
"10/12/2025","Rabu","JUMBO BAKAR","80","43"
"10/12/2025","Rabu","JUMBO FREE MAN","84","25"
"10/12/2025","Rabu","JUMBO YELLOW","103","41"
"10/12/2025","Rabu","RAKSASA ORI","119","68"
"10/12/2025","Rabu","RAKSASA BAKAR","114","71"
"10/12/2025","Rabu","RAKSASA RAWIT","87","41"
"10/12/2025","Rabu","RAKSASA PINK","83","44"
"10/12/2025","Rabu","RAKSASA FREE MAN","100","8"
"10/12/2025","Rabu","RAKSASA YELLOW","100","54"
"10/12/2025","Rabu","SUPER JUMBO ORI","78","26"
"10/12/2025","Rabu","SUPER JUMBO BAKAR","93","35"
"10/12/2025","Rabu","SUPER JUMBO RAWIT","83","57"
"10/12/2025","Rabu","SUPER JUMBO PINK","107","39"
"10/12/2025","Rabu","SUPER JUMBO FREE MAN","48","15"
"10/12/2025","Rabu","SUPER JUMBO YELLOW","64","31"
"10/12/2025","Rabu","GHOSTING","58","19"
"10/12/2025","Rabu","GHOSTING FIRE SMALL","44","8"
"10/12/2025","Rabu","GHOSTING FIRE BIG","48","12"
"10/12/2025","Rabu","GHOSTING GREEN","33","12"
"10/12/2025","Rabu","MOZARELLA","85","31"
"10/12/2025","Rabu","JAHAT ORI","83","24"
"10/12/2025","Rabu","JAHAT BAKAR","75","29"
"10/12/2025","Rabu","SMALL SADIS","113","66"
"10/12/2025","Rabu","MEDIUM SADIS","78","25"
"10/12/2025","Rabu","JUMBO SADIS","49","21"
"10/12/2025","Rabu","SUPER JUMBO SADIS","53","26"
"10/12/2025","Rabu","RAKSASA SADIS","68","46"
"10/12/2025","Rabu","MEGA SADIS","94","44"
"10/12/2025","Rabu","MEGA ORI","112","62"
"10/12/2025","Rabu","Dage SACU varian","39","25"
"10/12/2025","Rabu","Dage SACU Ori","52","19"
"10/12/2025","Rabu","Mendoan SACU Ori","39","29"
"10/12/2025","Rabu","Mendoan SACU Varian","94","33"
"10/12/2025","Rabu","Mendoan Sacu Bakar","39","19"
"10/12/2025","Rabu","FREE MAN BIG","93","16"
"10/12/2025","Rabu","SACU JUMBO","42","14"
"10/12/2025","Rabu","SACU JUMBO SADIS","42","16"
"11/12/2025","Kamis","GETUK ORI 1 KG","87","82"
"11/12/2025","Kamis","GETUK ORIGINAL 1/2KG","77","44"
"11/12/2025","Kamis","GETUK ORIGINAL 1/4KG","37","22"
"11/12/2025","Kamis","GETUK RASA/MIX 1 KG","75","46"
"11/12/2025","Kamis","GETUK RASA/MIX 1/2KG","70","23"
"11/12/2025","Kamis","GETUK RASA/MIX 1/4KG","99","39"
"11/12/2025","Kamis","GETUK RASA DURIAN 1KG","82","32"
"11/12/2025","Kamis","GETUK RASA DURIAN 1/2KG","52","14"
"11/12/2025","Kamis","GETUK RASA DURIAN 1/4KG","39","10"
"11/12/2025","Kamis","GETUK BASAH 1/2KG","119","52"
"11/12/2025","Kamis","GETUK BASAH 1/4KG","115","4"
"11/12/2025","Kamis","SMALL ORI","88","52"
"11/12/2025","Kamis","SMALL RAWIT","33","22"
"11/12/2025","Kamis","SMALL PINK","105","69"
"11/12/2025","Kamis","SMALL FREE MAN","76","15"
"11/12/2025","Kamis","SMALL YELLOW","118","77"
"11/12/2025","Kamis","MEDIUM ORI","100","61"
"11/12/2025","Kamis","MEDIUM BAKAR","100","30"
"11/12/2025","Kamis","MEDIUM RAWIT","102","41"
"11/12/2025","Kamis","MEDIUM PINK","96","40"
"11/12/2025","Kamis","MEDIUM FREE MAN","64","34"
"11/12/2025","Kamis","MEDIUM YELLOW","47","29"
"11/12/2025","Kamis","JUMBO ORI","91","69"
"11/12/2025","Kamis","JUMBO RAWIT","76","38"
"11/12/2025","Kamis","JUMBO PINK","63","26"
"11/12/2025","Kamis","JUMBO BAKAR","63","43"
"11/12/2025","Kamis","JUMBO FREE MAN","59","27"
"11/12/2025","Kamis","JUMBO YELLOW","117","38"
"11/12/2025","Kamis","RAKSASA ORI","54","24"
"11/12/2025","Kamis","RAKSASA BAKAR","78","23"
"11/12/2025","Kamis","RAKSASA RAWIT","77","33"
"11/12/2025","Kamis","RAKSASA PINK","62","38"
"11/12/2025","Kamis","RAKSASA FREE MAN","57","15"
"11/12/2025","Kamis","RAKSASA YELLOW","116","61"
"11/12/2025","Kamis","SUPER JUMBO ORI","100","38"
"11/12/2025","Kamis","SUPER JUMBO BAKAR","46","13"
"11/12/2025","Kamis","SUPER JUMBO RAWIT","83","41"
"11/12/2025","Kamis","SUPER JUMBO PINK","50","16"
"11/12/2025","Kamis","SUPER JUMBO FREE MAN","86","29"
"11/12/2025","Kamis","SUPER JUMBO YELLOW","45","28"
"11/12/2025","Kamis","GHOSTING","95","34"
"11/12/2025","Kamis","GHOSTING FIRE SMALL","95","36"
"11/12/2025","Kamis","GHOSTING FIRE BIG","47","7"
"11/12/2025","Kamis","GHOSTING GREEN","68","45"
"11/12/2025","Kamis","MOZARELLA","101","23"
"11/12/2025","Kamis","JAHAT ORI","47","19"
"11/12/2025","Kamis","JAHAT BAKAR","107","68"
"11/12/2025","Kamis","SMALL SADIS","50","27"
"11/12/2025","Kamis","MEDIUM SADIS","50","35"
"11/12/2025","Kamis","JUMBO SADIS","95","65"
"11/12/2025","Kamis","SUPER JUMBO SADIS","48","25"
"11/12/2025","Kamis","RAKSASA SADIS","63","19"
"11/12/2025","Kamis","MEGA SADIS","54","20"
"11/12/2025","Kamis","MEGA ORI","95","42"
"11/12/2025","Kamis","Dage SACU varian","59","17"
"11/12/2025","Kamis","Dage SACU Ori","52","34"
"11/12/2025","Kamis","Mendoan SACU Ori","78","59"
"11/12/2025","Kamis","Mendoan SACU Varian","113","53"
"11/12/2025","Kamis","Mendoan Sacu Bakar","49","17"
"11/12/2025","Kamis","FREE MAN BIG","120","21"
"11/12/2025","Kamis","SACU JUMBO","47","20"
"11/12/2025","Kamis","SACU JUMBO SADIS","73","40"
"12/12/2025","Jumat","GETUK ORI 1 KG","93","83"
"12/12/2025","Jumat","GETUK ORIGINAL 1/2KG","101","47"
"12/12/2025","Jumat","GETUK ORIGINAL 1/4KG","119","48"
"12/12/2025","Jumat","GETUK RASA/MIX 1 KG","71","53"
"12/12/2025","Jumat","GETUK RASA/MIX 1/2KG","95","59"
"12/12/2025","Jumat","GETUK RASA/MIX 1/4KG","83","54"
"12/12/2025","Jumat","GETUK RASA DURIAN 1KG","40","9"
"12/12/2025","Jumat","GETUK RASA DURIAN 1/2KG","71","27"
"12/12/2025","Jumat","GETUK RASA DURIAN 1/4KG","117","37"
"12/12/2025","Jumat","GETUK BASAH 1/2KG","51","30"
"12/12/2025","Jumat","GETUK BASAH 1/4KG","49","14"
"12/12/2025","Jumat","SMALL ORI","31","29"
"12/12/2025","Jumat","SMALL RAWIT","75","26"
"12/12/2025","Jumat","SMALL PINK","78","51"
"12/12/2025","Jumat","SMALL FREE MAN","97","10"
"12/12/2025","Jumat","SMALL YELLOW","99","31"
"12/12/2025","Jumat","MEDIUM ORI","111","105"
"12/12/2025","Jumat","MEDIUM BAKAR","30","18"
"12/12/2025","Jumat","MEDIUM RAWIT","53","24"
"12/12/2025","Jumat","MEDIUM PINK","61","21"
"12/12/2025","Jumat","MEDIUM FREE MAN","81","44"
"12/12/2025","Jumat","MEDIUM YELLOW","102","39"
"12/12/2025","Jumat","JUMBO ORI","32","27"
"12/12/2025","Jumat","JUMBO RAWIT","57","25"
"12/12/2025","Jumat","JUMBO PINK","48","20"
"12/12/2025","Jumat","JUMBO BAKAR","38","22"
"12/12/2025","Jumat","JUMBO FREE MAN","63","38"
"12/12/2025","Jumat","JUMBO YELLOW","63","35"
"12/12/2025","Jumat","RAKSASA ORI","67","27"
"12/12/2025","Jumat","RAKSASA BAKAR","90","39"
"12/12/2025","Jumat","RAKSASA RAWIT","64","31"
"12/12/2025","Jumat","RAKSASA PINK","110","48"
"12/12/2025","Jumat","RAKSASA FREE MAN","111","18"
"12/12/2025","Jumat","RAKSASA YELLOW","69","24"
"12/12/2025","Jumat","SUPER JUMBO ORI","32","18"
"12/12/2025","Jumat","SUPER JUMBO BAKAR","70","21"
"12/12/2025","Jumat","SUPER JUMBO RAWIT","63","30"
"12/12/2025","Jumat","SUPER JUMBO PINK","96","48"
"12/12/2025","Jumat","SUPER JUMBO FREE MAN","111","47"
"12/12/2025","Jumat","SUPER JUMBO YELLOW","32","12"
"12/12/2025","Jumat","GHOSTING","78","46"
"12/12/2025","Jumat","GHOSTING FIRE SMALL","103","7"
"12/12/2025","Jumat","GHOSTING FIRE BIG","46","6"
"12/12/2025","Jumat","GHOSTING GREEN","103","42"
"12/12/2025","Jumat","MOZARELLA","62","3"
"12/12/2025","Jumat","JAHAT ORI","62","38"
"12/12/2025","Jumat","JAHAT BAKAR","48","27"
"12/12/2025","Jumat","SMALL SADIS","112","55"
"12/12/2025","Jumat","MEDIUM SADIS","119","71"
"12/12/2025","Jumat","JUMBO SADIS","113","60"
"12/12/2025","Jumat","SUPER JUMBO SADIS","107","48"
"12/12/2025","Jumat","RAKSASA SADIS","119","51"
"12/12/2025","Jumat","MEGA SADIS","102","46"
"12/12/2025","Jumat","MEGA ORI","93","55"
"12/12/2025","Jumat","Dage SACU varian","99","33"
"12/12/2025","Jumat","Dage SACU Ori","98","57"
"12/12/2025","Jumat","Mendoan SACU Ori","105","105"
"12/12/2025","Jumat","Mendoan SACU Varian","57","30"
"12/12/2025","Jumat","Mendoan Sacu Bakar","89","39"
"12/12/2025","Jumat","FREE MAN BIG","77","8"
"12/12/2025","Jumat","SACU JUMBO","95","56"
"12/12/2025","Jumat","SACU JUMBO SADIS","79","50"
"13/12/2025","Sabtu","GETUK ORI 1 KG","41","35"
"13/12/2025","Sabtu","GETUK ORIGINAL 1/2KG","37","22"
"13/12/2025","Sabtu","GETUK ORIGINAL 1/4KG","60","25"
"13/12/2025","Sabtu","GETUK RASA/MIX 1 KG","89","67"
"13/12/2025","Sabtu","GETUK RASA/MIX 1/2KG","43","23"
"13/12/2025","Sabtu","GETUK RASA/MIX 1/4KG","31","17"
"13/12/2025","Sabtu","GETUK RASA DURIAN 1KG","88","75"
"13/12/2025","Sabtu","GETUK RASA DURIAN 1/2KG","44","36"
"13/12/2025","Sabtu","GETUK RASA DURIAN 1/4KG","76","58"
"13/12/2025","Sabtu","GETUK BASAH 1/2KG","103","34"
"13/12/2025","Sabtu","GETUK BASAH 1/4KG","35","8"
"13/12/2025","Sabtu","SMALL ORI","52","43"
"13/12/2025","Sabtu","SMALL RAWIT","40","12"
"13/12/2025","Sabtu","SMALL PINK","95","56"
"13/12/2025","Sabtu","SMALL FREE MAN","74","13"
"13/12/2025","Sabtu","SMALL YELLOW","33","20"
"13/12/2025","Sabtu","MEDIUM ORI","52","38"
"13/12/2025","Sabtu","MEDIUM BAKAR","60","20"
"13/12/2025","Sabtu","MEDIUM RAWIT","103","58"
"13/12/2025","Sabtu","MEDIUM PINK","59","25"
"13/12/2025","Sabtu","MEDIUM FREE MAN","84","43"
"13/12/2025","Sabtu","MEDIUM YELLOW","48","19"
"13/12/2025","Sabtu","JUMBO ORI","92","55"
"13/12/2025","Sabtu","JUMBO RAWIT","33","9"
"13/12/2025","Sabtu","JUMBO PINK","45","21"
"13/12/2025","Sabtu","JUMBO BAKAR","43","13"
"13/12/2025","Sabtu","JUMBO FREE MAN","69","38"
"13/12/2025","Sabtu","JUMBO YELLOW","54","26"
"13/12/2025","Sabtu","RAKSASA ORI","50","15"
"13/12/2025","Sabtu","RAKSASA BAKAR","72","28"
"13/12/2025","Sabtu","RAKSASA RAWIT","62","36"
"13/12/2025","Sabtu","RAKSASA PINK","68","23"
"13/12/2025","Sabtu","RAKSASA FREE MAN","47","0"
"13/12/2025","Sabtu","RAKSASA YELLOW","118","65"
"13/12/2025","Sabtu","SUPER JUMBO ORI","51","33"
"13/12/2025","Sabtu","SUPER JUMBO BAKAR","67","27"
"13/12/2025","Sabtu","SUPER JUMBO RAWIT","82","45"
"13/12/2025","Sabtu","SUPER JUMBO PINK","89","50"
"13/12/2025","Sabtu","SUPER JUMBO FREE MAN","117","60"
"13/12/2025","Sabtu","SUPER JUMBO YELLOW","38","26"
"13/12/2025","Sabtu","GHOSTING","120","60"
"13/12/2025","Sabtu","GHOSTING FIRE SMALL","33","18"
"13/12/2025","Sabtu","GHOSTING FIRE BIG","53","34"
"13/12/2025","Sabtu","GHOSTING GREEN","98","60"
"13/12/2025","Sabtu","MOZARELLA","56","39"
"13/12/2025","Sabtu","JAHAT ORI","80","46"
"13/12/2025","Sabtu","JAHAT BAKAR","79","28"
"13/12/2025","Sabtu","SMALL SADIS","77","24"
"13/12/2025","Sabtu","MEDIUM SADIS","94","55"
"13/12/2025","Sabtu","JUMBO SADIS","97","44"
"13/12/2025","Sabtu","SUPER JUMBO SADIS","118","78"
"13/12/2025","Sabtu","RAKSASA SADIS","118","62"
"13/12/2025","Sabtu","MEGA SADIS","76","33"
"13/12/2025","Sabtu","MEGA ORI","98","52"
"13/12/2025","Sabtu","Dage SACU varian","110","71"
"13/12/2025","Sabtu","Dage SACU Ori","102","58"
"13/12/2025","Sabtu","Mendoan SACU Ori","105","86"
"13/12/2025","Sabtu","Mendoan SACU Varian","36","21"
"13/12/2025","Sabtu","Mendoan Sacu Bakar","31","18"
"13/12/2025","Sabtu","FREE MAN BIG","42","9"
"13/12/2025","Sabtu","SACU JUMBO","63","20"
"13/12/2025","Sabtu","SACU JUMBO SADIS","114","51"
"14/12/2025","Minggu","GETUK ORI 1 KG","77","64"
"14/12/2025","Minggu","GETUK ORIGINAL 1/2KG","47","30"
"14/12/2025","Minggu","GETUK ORIGINAL 1/4KG","53","27"
"14/12/2025","Minggu","GETUK RASA/MIX 1 KG","112","95"
"14/12/2025","Minggu","GETUK RASA/MIX 1/2KG","50","19"
"14/12/2025","Minggu","GETUK RASA/MIX 1/4KG","94","62"
"14/12/2025","Minggu","GETUK RASA DURIAN 1KG","94","83"
"14/12/2025","Minggu","GETUK RASA DURIAN 1/2KG","60","56"
"14/12/2025","Minggu","GETUK RASA DURIAN 1/4KG","75","66"
"14/12/2025","Minggu","GETUK BASAH 1/2KG","94","34"
"14/12/2025","Minggu","GETUK BASAH 1/4KG","101","15"
"14/12/2025","Minggu","SMALL ORI","92","85"
"14/12/2025","Minggu","SMALL RAWIT","90","53"
"14/12/2025","Minggu","SMALL PINK","97","62"
"14/12/2025","Minggu","SMALL FREE MAN","80","9"
"14/12/2025","Minggu","SMALL YELLOW","117","81"
"14/12/2025","Minggu","MEDIUM ORI","85","60"
"14/12/2025","Minggu","MEDIUM BAKAR","31","20"
"14/12/2025","Minggu","MEDIUM RAWIT","117","76"
"14/12/2025","Minggu","MEDIUM PINK","81","29"
"14/12/2025","Minggu","MEDIUM FREE MAN","52","33"
"14/12/2025","Minggu","MEDIUM YELLOW","34","23"
"14/12/2025","Minggu","JUMBO ORI","115","113"
"14/12/2025","Minggu","JUMBO RAWIT","103","68"
"14/12/2025","Minggu","JUMBO PINK","101","58"
"14/12/2025","Minggu","JUMBO BAKAR","117","40"
"14/12/2025","Minggu","JUMBO FREE MAN","54","32"
"14/12/2025","Minggu","JUMBO YELLOW","73","46"
"14/12/2025","Minggu","RAKSASA ORI","38","21"
"14/12/2025","Minggu","RAKSASA BAKAR","108","37"
"14/12/2025","Minggu","RAKSASA RAWIT","76","30"
"14/12/2025","Minggu","RAKSASA PINK","64","29"
"14/12/2025","Minggu","RAKSASA FREE MAN","109","5"
"14/12/2025","Minggu","RAKSASA YELLOW","110","46"
"14/12/2025","Minggu","SUPER JUMBO ORI","98","29"
"14/12/2025","Minggu","SUPER JUMBO BAKAR","30","15"
"14/12/2025","Minggu","SUPER JUMBO RAWIT","42","28"
"14/12/2025","Minggu","SUPER JUMBO PINK","89","46"
